Tên Sản Phẩm,Giá,Thương Hiệu,Loại,Mã Sản Phẩm,Năm Đăng Ký,Dung Tích,Màu Sắc,Tình Trạng,Smartkey,Thông Tin Sản Phẩm
Wave RSX FI 29V-278KE,12.800.000₫,Honda,Wave rsx,29V-278KE,2016,110cc,Đỏ đen,Còn hàng,,"Honda Wave RSX FI, màu đỏ đen, dung tích 110cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
Vision 29G-18224,15.300.000₫,Honda,Vision,29G-18224,2017 (đời 2012),110cc,Đen bạc,Còn hàng,,"Honda Vision, màu đen bạc, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
SH nhập 29S-059CC,39.000.000₫,Honda,SH,29S-059CC,2021,150cc,Trắng,Còn hàng,,"Honda SH nhập, màu trắng, dung tích 150cc, xe đẹp xuất sắc, mới đi rất ít, không một lỗi nhỏ. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả."
Vision 36L-126CC,25.500.000₫,Honda,Vision,36L-126CC,2019,110cc,Đen xám,Còn hàng,,"Honda Vision, đen xám, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Airblade 15B-167GB,13.500.000₫,Honda,Airblade,15B-167GB,2011,110cc,Đỏ bạc,Còn hàng,,"Honda Airblade, màu đỏ bạc, dung tích 110cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Airblade 29Z-441CA,27.500.000₫,Honda,Airblade,29Z-441CA,2017,125cc,Đen đỏ,Còn hàng,,"Honda Airblade, màu đen đỏ, dung tích 125cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Wave A 27U-107JD,14.500.000₫,Honda,Wave A,27U-107JD,2022,110cc,Trắng đen,Còn hàng,,"Honda Wave A, màu trắng đen bạc, dung tích 110cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
Airblade 29N-904EC,36.000.000₫,Honda,Airblade,29N-904EC,2021,125cc,Đỏ đen,Còn hàng,,"Honda Airblade khóa smartkey, màu đỏ đen, dung tích 125cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Vision 29E-969HK,34.000.000₫,Honda,Vision,29E-969HK,2023,110cc,Trắng đen,Còn hàng,,"Honda Vision, khóa smartkey, màu trắng đen, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Wave A 29K-947AE,17.300.000₫,Honda,Wave A,29K-947AE,2021,110cc,Xanh đen,Còn hàng,,"Honda Wave A, màu xanh đen bạc, dung tích 110cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
Vision 29B-142DH,34.500.000₫,Honda,Vision,29B-142DH,2021,110cc,Xanh đen,Còn hàng,,"Honda Vision, khóa smartkey, màu xanh đen, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
SH CBS 29L-921BH,69.000.000₫,Honda,SH,29L-921BH,2023,125cc,Đen,Còn hàng,,"Honda SH CBS, màu đen, dung tích 125cc, xe có khóa smartkey thông minh, an toàn, hiện đại, xe đẹp xuất sắc, đi cực ít. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả. "
SH CBS 29Y-677BC,81.000.000₫,Honda,SH,29Y-677BC,2020,150cc,Trắng đen,Còn hàng,,"Honda SH CBS, màu trắng đen, dung tích 125cc, xe có khóa smartkey thông minh, an toàn, hiện đại, xe đẹp xuất sắc, đi cực ít. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả. "
Wave A 29V-221FG,15.200.000₫,Honda,Wave A,29V-221FG,2014,100cc,Bạc đen,Còn hàng,,"Honda Wave A, màu bạc đen, dung tích 100cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
Lead 29K-965DD,37.300.000₫,Honda,Lead,29K-965DD,2021,125cc,Đen đỏ,Còn hàng,,"Honda Lead, khóa smartkey, màu đen đỏ, dung tích 125cc. Lead là một trong những dòng xe đa dụng, phù hợp với thị hiếu của nhiều người tiêu dùng. Xe được thiết kế đặc biệt tiện dụng dành cho các bạn nữ. Với cốp rộng để nhiều vật dụng tiện lợi. Xe đi bốc, chạy khoẻ, máy êm, tiết kiệm nhiên liệu. Xăng chạy khoảng 1.8L/100Km."
Wave RSX FI 26K-213AC,16.800.000₫,Honda,Wave rsx,26K-213AC,2021,2021,Xám đen,Còn hàng,,"Honda Wave RSX FI, màu xám đen, dung tích 110cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
Airblade 29E-951CC,63.000.000₫,Honda,Airblade,29E-951CC,2023,125cc,Đen vàng,Còn hàng,,"Honda Airblade, khóa smartkey, màu đen, dung tích 125cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Vision 29L-911AC,36.500.000₫,Honda,Vision,,,,,Hết hàng,,"Honda Vision, khóa smartkey, màu đen đỏ, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Airblade ABS 29B-030FH,44.300.000₫,Honda,Airblade,29B-030FH,2020,150cc,Đỏ đen,Còn hàng,,"Honda Airblade ABS, khóa smartkey, màu đỏ đen, dung tích 150cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Airblade 29E-433AF,41.600.000₫,Honda,Airblade,29E-433AF,2018,125cc,Đen đỏ,Còn hàng,,"Honda Airblade, màu đen đỏ, dung tích 125cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Vision 29Z-232FA,16.500.000₫,Honda,Vision,29Z-232FA,2014,110cc,Đỏ,Còn hàng,,"Honda Vision, màu đỏ, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Airblade 36B-533KH,14.000.000₫,Honda,Airblade,36B-533KH,2011,110cc,Vàng đen,Còn hàng,,"Honda Airblade, màu vàng đen, dung tích 110cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
SH Mode 29S-859FB,47.800.000₫,Honda,SH Mode,29S-859FB,2019,125cc,Xanh nâu,Còn hàng,,"Honda SH Mode, khóa smartkey, màu xanh nâu, dung tích 125cc. Xe đẹp xuất sắc, không một lỗi nhỏ. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả."
Airblade 29H-946EE,28.800.000₫,Honda,Airblade,29H-946EE,2018,125cc,Xanh đen,Còn hàng,,"Honda Airblade, màu xanh đen, dung tích 125cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Vision 38L1-284AC,29.500.000₫,Honda,Vision,38L1-284AC,2021,110cc,Trắng đen,Còn hàng,,"Honda Vision, màu trắng đen, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Vision 37G-704AJ,22.200.000₫,Honda,Vision,37G-704AJ,2017,110cc,Đỏ đen,Còn hàng,,"Honda Vision, màu Đỏ đen, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Airblade Fi 99L-27JA,15.300.000₫,Honda,Airblade,99L-27JA,2010,110cc,Trắng đen,Còn hàng,,"Honda Airblade Fi, form nhỏ, màu trắng đen, dung tích 110cc. Hàng hiếm đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Vision 29N-913FF,37.300.000₫,Honda,Vision,29N-913FF,2022,110cc,Đen đỏ,Còn hàng,,"Honda Vision, khóa smartkey, màu đen đỏ, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Airblade 29H-239BD,14.500.000₫,Honda,Airblade,29H-239BD,2012,110cc,Vàng đen,Còn hàng,,"Honda Airblade, màu vàng đen, dung tích 110cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Vision 19C-187BH,20.500.000₫,Honda,Vision,19C-187BH,2015,110cc,Đỏ đen,Còn hàng,,"Honda Vision, màu đỏ đen, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Airblade 29H-172FE,14.600.000₫,Honda,Airblade,Airblade 29H-172FE,2012,110cc,Vàng đen,Còn hàng,,"Honda Airblade, màu vàng đen, dung tích 110cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Wave RSX 17B-187KK,11.600.000₫,Honda,Wave rsx,17B-187KK,2015,110cc,Đỏ đen,Còn hàng,,"Honda Wave RSX, màu đỏ đen, dung tích 110cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
